accountID;installationID;installationName;mainActivity
100150;288;Kaikuvuoren lämpökeskus;1-Combustion installations with a rated thermal input exceeding 20 MW
105291;1857;Herstellung von Schleifkörpern;8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain
95124;328;DALKIA - FRANCHE COMTE ENERGIES;1-Combustion installations with a rated thermal input exceeding 20 MW
100151;289;Keskussairaala;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
105292;1858;Herstellung von Borosilikatglas;31-Manufacture of glass
95125;133;Chauff. Urbaine des Provinces Cherbourg-Octeville;20-Combustion of fuels
100152;290;Koivukadun lämpökeskus;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
105293;535;Dampfkesselanlage Werk Niederau;36-Production of paper or cardboard
95126;615;GEOGAZ LAVERA;21-Refining of mineral oil
105294;1859;Energiezentrale 3;20-Combustion of fuels
100153;291;Pihlajavedenkujan lämpökeskus;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
95127;614;Raffinerie de Lavera;21-Refining of mineral oil
105295;806;Feuerungsanlage Bergneustadt;1-Combustion installations with a rated thermal input exceeding 20 MW
100154;292;Tuottajantien lämpökeskus;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
95128;3;Sucrerie de Bucy;20-Combustion of fuels
100155;293;Vetehisenkadun lämpökeskus;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
105296;297;Ziegelwerk Puttenhausen;32-Manufacture of ceramics
95129;613;CHAUX DE PROVENCE;30-Production of lime, or calcination of dolomite/magnesite
100156;502;Voimalaitos;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
105297;1860;Kesselhaus;1-Combustion installations with a rated thermal input exceeding 20 MW
95130;327;Peugeot Citroën Automobiles SA Vesoul;20-Combustion of fuels
100157;503;Hankkion tehdas;1-Combustion installations with a rated thermal input exceeding 20 MW
105298;50;Stahlwerk Kehl;24-Production of pig iron or steel
95131;612;PAPETERIES ETIENNE;9-Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board
100158;294;Atalan varalämpökeskus;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
105300;536;Papierfabrik Louisenthal GmbH - Werk Königstein;36-Production of paper or cardboard
95132;326;PARISOT SAS;20-Combustion of fuels
100159;295;Hakametsän lämpökeskus;1-Combustion installations with a rated thermal input exceeding 20 MW
100160;296;Hervannan lämpökeskus;1-Combustion installations with a rated thermal input exceeding 20 MW
95133;611;Station de Saint-Martin-de-Crau (GDF);20-Combustion of fuels
105302;807;Heizwerk Riem;20-Combustion of fuels
100161;297;Lentävänniemen varalämpökeskus;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
105303;298;Ziegelwerk Buch am Erlbach;32-Manufacture of ceramics
95134;610;FIBRE EXCELLENCE TARASCON SAS;35-Production of pulp
100162;298;Lielahden voimalaitos;1-Combustion installations with a rated thermal input exceeding 20 MW
95135;23;SPONTEX - Chaufferie usine de Beauvais;20-Combustion of fuels
100163;299;Multisillan varalämpökeskus;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
95136;609;Géométhane - Stockage de Manosque;20-Combustion of fuels
105306;51;Elektrostahlwerk Brandenburg;24-Production of pig iron or steel
100164;300;Myllypuron varalämpökeskus;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
95137;325;EUROSERUM - Port sur Saône;20-Combustion of fuels
105308;537;KWK-Anlage Werk Kreuzau;36-Production of paper or cardboard
100165;301;Naistenlahden lämpökeskus;1-Combustion installations with a rated thermal input exceeding 20 MW
100166;302;Naistenlahden voimalaitos;1-Combustion installations with a rated thermal input exceeding 20 MW
95139;324;LA ROCHERE;7-Installations for the manufacture of glass including glass fibre
105309;1861;GuD Mitsubishi Papers;20-Combustion of fuels
95140;51;DS SMITH PACKAGING CONTOIRE-HAMEL;35-Production of pulp
100167;303;Nekalan lämpökeskus;1-Combustion installations with a rated thermal input exceeding 20 MW
105310;808;Heizkraftwerk Brunsbüttel;20-Combustion of fuels
95141;322;PRODIA SNC;20-Combustion of fuels
100168;304;Ollikan lämpökeskus;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
105311;299;Ziegelwerk Englert;32-Manufacture of ceramics
100169;305;Pyynikin lämpökeskus;1-Combustion installations with a rated thermal input exceeding 20 MW
105312;52;Roheisenerzeugung Dillingen;24-Production of pig iron or steel
95143;608;KEM ONE - Usine de Saint-Auban;42-Production of bulk chemicals
100170;306;Raholan lämpökeskus;1-Combustion installations with a rated thermal input exceeding 20 MW
105313;538;Heizkraftwerk mit Papiermaschinen;36-Production of paper or cardboard
95144;321;EQIOM Usine de Rochefort;30-Production of lime, or calcination of dolomite/magnesite
100171;307;Sarankulman lämpökeskus;1-Combustion installations with a rated thermal input exceeding 20 MW
95145;607;HOPITAL STE MARGUERITE;20-Combustion of fuels
105315;809;Kraftwerk L 57 NW 0019136 83;20-Combustion of fuels
100172;308;TAYS:n varalämpökeskus;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
95146;102;ARKEMA FRANCE - Usine de Mont;1-Combustion installations with a rated thermal input exceeding 20 MW
105316;53;Glocke Duisburg;24-Production of pig iron or steel
100173;531;Olkiluodon ydinvoimalaitos;1-Combustion installations with a rated thermal input exceeding 20 MW
95147;606;HOPITAL DE LA TIMONE CHAUFFERIE;1-Combustion installations with a rated thermal input exceeding 20 MW
105317;539;Anlage zur Papierherstellung;36-Production of paper or cardboard
100174;438;Tervakosken tehtaat;9-Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board
95148;320;Chaufferie des Mesnils Pasteur (Dôle);20-Combustion of fuels
95149;605;NESTLE FRANCE - Usine de St Menet;1-Combustion installations with a rated thermal input exceeding 20 MW
100175;319;Aukionkadun lämpökeskus;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
95150;604;ARKEMA FRANCE - Marseille Saint Menet;37-Production of carbon black
100176;320;Lukiokadun lämpökeskus;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
105321;300;Anlage Ströher GmbH - Werk 10 in Dillenburg;8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain
100177;401;Kajaani;9-Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board
95152;319;EDILIANS Commenailles;32-Manufacture of ceramics
105322;54;Glocke Stahlwerk Georgsmarienhütte;24-Production of pig iron or steel
100178;402;Kaukaan tehtaat;9-Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board
95153;603;HEINEKEN ENTREPRISE SAS Marseille;20-Combustion of fuels
105323;1862;Heizwerk Mitsubishi Kessel 1-4;20-Combustion of fuels
100179;403;Kymin tehtaat;9-Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board
95154;318;FAURECIA Beaulieu;1-Combustion installations with a rated thermal input exceeding 20 MW
105324;810;Heizzentrale Neuss;1-Combustion installations with a rated thermal input exceeding 20 MW
100180;404;Rauman tehtaat;9-Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board
95155;602;Sucrerie de Marseille;20-Combustion of fuels
105326;540;Trocknung Texonmaterial durch Dampf;36-Production of paper or cardboard
100181;405;Tervasaaren tehtaat;9-Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board
95156;317;PEUGEOT CITROEN SOCHAUX SNC;20-Combustion of fuels
105327;1863;Installation 1863;9-Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board
100182;439;Jämsänkoski;9-Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board
95157;316;GEMDOUBS SAS;35-Production of pulp
105328;55;Elektrostahlwerk Witten;24-Production of pig iron or steel
95158;601;LOUIS MARTIN;1-Combustion installations with a rated thermal input exceeding 20 MW
100183;440;Kaipolan paperitehdas;9-Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board
105329;1864;PM2;36-Production of paper or cardboard
95159;315;Chaufferie Urbaine Dalkia de Montbéliard;20-Combustion of fuels
100184;441;Voikkaan paperitehdas;9-Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board
105330;1865;Warmwasserkessel (Biomasse);1-Combustion installations with a rated thermal input exceeding 20 MW
95160;600;ANNUNZIATA FRANCE;9-Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board
100185;406;Pietarsaaren tehtaat, Wisaforest;9-Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board
105331;811;Heizwerk Stadtwerke Annaberg-Buchholz Energie AG;20-Combustion of fuels
95161;1126;'PCE - Fort de l''Est - Saint-Denis';20-Combustion of fuels
100186;504;Joensuun vaneritehdas;20-Combustion of fuels
105332;541;Papiermaschine (PM6) - Hauptantrag PM;36-Production of paper or cardboard
95162;1125;DURALEX INTERNAT. FR. Rive de Gier;7-Installations for the manufacture of glass including glass fibre
100187;505;Kuopion vaneritehdas;1-Combustion installations with a rated thermal input exceeding 20 MW
105333;301;Keramikbrennanlage;8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain
100188;321;Isolahden lämpökeskus;20-Combustion of fuels
95163;22;LA ROCHETTE VENIZEL - SAICA PAPER FRANCE;35-Production of pulp
100189;322;Pitkämäen lämpökeskus;20-Combustion of fuels
95164;1124;SDCF Sté de Distrib de Chaleur de Firminy;20-Combustion of fuels
100190;323;Runsorin siirrettävä lämpökeskus;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
105336;56;Einheitliche Anlage Stahlwerk Dillinger Hütte;24-Production of pig iron or steel
95165;1123;S.C.U.C CHAUFFERIE A CENTRE;20-Combustion of fuels
95166;314;PAPETERIE DE MANDEURE;36-Production of paper or cardboard
100191;324;Vaskiluodon lämpökeskus;20-Combustion of fuels
105337;1866;Glasschmelzwannen 2,3,4;7-Installations for the manufacture of glass including glass fibre
95167;132;SEMMERET;20-Combustion of fuels
100192;325;Voimalaitos;20-Combustion of fuels
105338;1867;Erdgasverdichterstation Eischleben;20-Combustion of fuels
95168;1122;COGESTAR - Papeterie Arjowiggins;20-Combustion of fuels
100193;326;Ammattioppilaitoksen varalämpökeskus;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
105339;812;BHKW Lange Enden;20-Combustion of fuels
95169;1121;SOCIETE FROMAGERE DE SAINTE CECILE;1-Combustion installations with a rated thermal input exceeding 20 MW
105340;302;Tunnelofen zum Brennen von Ziegeln Schwabmünchen;32-Manufacture of ceramics
100194;327;Eerolan varalämpökeskus;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
95170;313;WIENERBERGER - Lantenne Vertière;32-Manufacture of ceramics
105341;57;Elektrostahlwerk einschließlich Strangießanlage;24-Production of pig iron or steel
100195;328;Energia-Tietola moottorivoimalaitos ja lk;1-Combustion installations with a rated thermal input exceeding 20 MW
95171;312;PAPETERIE ZUBER RIEDER;35-Production of pulp
100196;329;Uimahallin varalämpökeskus;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
105342;542;Pappenerzeugung Schleiden-Gemünd;36-Production of paper or cardboard
100197;506;Lämpökeskus Valmet;1-Combustion installations with a rated thermal input exceeding 20 MW
95173;311;Chauffage Urbain de Planoise et des Hauts du Chaza;20-Combustion of fuels
100198;330;Hakunilan lämpökeskus;20-Combustion of fuels
105345;303;Anlage zum Brennen von Ziegeln Schwabmünchen;32-Manufacture of ceramics
95174;1120;ACOME;1-Combustion installations with a rated thermal input exceeding 20 MW
100199;331;Koivukylän lämpökeskus;20-Combustion of fuels
95175;310;SLV - Sté de Cogénération de Tavaux;20-Combustion of fuels
100200;332;Maarinkunnaan lämpökeskus;20-Combustion of fuels
105348;813;MHKW Ka Dresden;20-Combustion of fuels
95176;1119;Station compression de  PALLEAU;20-Combustion of fuels
100201;333;Martinlaakson voimalaitos;20-Combustion of fuels
100202;334;Metsolan lämpökeskus;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
95177;309;Industelec Serv. Centrale thermique Smurfit Socar;1-Combustion installations with a rated thermal input exceeding 20 MW
105350;543;Dampferzeugungsanlage zur Papierproduktion;36-Production of paper or cardboard
95178;101;TOTAL E&P France Usine de Lacq;20-Combustion of fuels
100203;335;Pähkinärinteen lämpökeskus;1-Combustion installations with a rated thermal input exceeding 20 MW
105351;1868;EVC 2;20-Combustion of fuels
105352;58;Elektrostahlwerk Lingen;24-Production of pig iron or steel
100204;336;Kevätniemen voimalaitos;1-Combustion installations with a rated thermal input exceeding 20 MW
95180;1118;Poterie des Trois Ilets;32-Manufacture of ceramics
105353;544;Anlage zur Herstellung von Spezialpapier;36-Production of paper or cardboard
95181;308;Chaufferie du CHU Charles Nicolle Rouen;20-Combustion of fuels
100205;337;Makkosenmäen varalämpökeskus;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
105354;304;Installation 304;8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain
100206;338;Paloaseman varalämpökeskus;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
95182;307;SDCMG - Chaufferie ZAC Mont-Gaillard;20-Combustion of fuels
105355;814;Heizwerk Neuherberg;20-Combustion of fuels
95183;1117;SARA;21-Refining of mineral oil
100207;339;Rantakylän lämpölaitos;1-Combustion installations with a rated thermal input exceeding 20 MW
100208;340;Rauhalan lämpökeskus;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
95184;306;FICOBEL;20-Combustion of fuels
